Experiment,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Cycle_Time_s,Total_Process_Time_s,Relative_Throughput_cycles_per_hour,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Film_Quality_Score,Thickness_Error_%,Thickness_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Throughput_OK,Process_Qualified,Score_Thickness,Score_Uniformity,Score_Stress,Score_Density,Score_Roughness,Score_Defectivity,Score_Throughput,Optimization_Score
61,160,1.4,0.5,1.5,2.5,0.0385516408360199,3.855164083601992,7.0,700.0,514.2857142857143,3.3999999999999995,44.99999999999999,2.825,0.44,56.0,0.1209302325581395,61.44835916398008,False,False,True,False,False,False,True,False,0.20347838258223327,0.0,0.6046511627906976,0.0,0.0,0.0,0.8067226890756304,0.19200698083219114
62,160,1.4,0.5,1.5,5.0,0.0453548715717881,4.535487157178812,12.0,1200.0,300.0,2.6,44.99999999999999,2.825,0.36,36.0,0.3297537619699043,54.645128428211876,False,False,True,False,False,False,True,False,0.29166495783088253,0.33333333333333315,0.6046511627906976,0.0,0.3333333333333334,0.39215686274509803,0.32352941176470584,0.3049499831877708
63,160,1.4,0.5,1.5,10.0,0.0453548715717881,4.535487157178812,22.0,2200.0,163.63636363636363,2.6,44.99999999999999,2.825,0.36,36.0,0.3297537619699043,54.645128428211876,False,False,True,False,False,False,True,False,0.29166495783088253,0.33333333333333315,0.6046511627906976,0.0,0.3333333333333334,0.39215686274509803,0.01604278074866308,0.2742013200861665
64,160,1.4,1.0,0.5,2.5,0.036715848415257,3.671584841525704,6.5,650.0,553.8461538461538,3.25,37.49999999999999,2.8375,0.425,53.0,0.1861179646277111,63.284151584742965,False,False,True,False,False,False,True,False,0.17968200513418475,0.06249999999999979,0.6744186046511628,0.07142857142856998,0.06250000000000006,0.058823529411764705,0.8959276018099547,0.23730176058511987
65,160,1.4,1.0,0.5,5.0,0.0431951157826553,4.319511578265535,11.5,1150.0,313.0434782608696,2.45,37.49999999999999,2.8375,0.345,33.0,0.394941494039476,56.80488421734464,False,False,True,False,False,False,True,False,0.2636692196567081,0.39583333333333315,0.6744186046511628,0.07142857142856998,0.3958333333333335,0.45098039215686275,0.3529411764705883,0.3432156079563239
66,160,1.4,1.0,0.5,10.0,0.0431951157826553,4.319511578265535,21.5,2150.0,167.4418604651163,2.45,37.49999999999999,2.8375,0.345,33.0,0.394941494039476,56.80488421734464,False,False,True,False,False,False,True,False,0.2636692196567081,0.39583333333333315,0.6744186046511628,0.07142857142856998,0.3958333333333335,0.45098039215686275,0.024623803009575954,0.31038387061022266
67,160,1.4,1.0,1.0,2.5,0.0589851361764719,5.898513617647194,7.0,700.0,514.2857142857143,3.1,44.99999999999999,2.85,0.41,50.0,0.2233987199530974,41.01486382352806,False,False,True,False,False,False,True,False,0.4683466553808955,0.12499999999999976,0.6046511627906976,0.1428571428571425,0.1250000000000001,0.11764705882352941,0.8067226890756304,0.32891732634278104
68,160,1.4,1.0,1.0,5.0,0.0693942778546728,6.939427785467288,12.0,1200.0,300.0,2.3,44.99999999999999,2.85,0.33,30.0,0.4322222493648621,30.605722145327118,False,False,True,False,False,False,True,False,0.6032746905351912,0.45833333333333326,0.6046511627906976,0.1428571428571425,0.4583333333333333,0.5098039215686274,0.32352941176470584,0.4535456936747722
69,160,1.4,1.0,1.0,10.0,0.0693942778546728,6.939427785467288,22.0,2200.0,163.63636363636363,2.3,44.99999999999999,2.85,0.33,30.0,0.4322222493648621,30.605722145327118,False,False,True,False,False,False,True,False,0.6032746905351912,0.45833333333333326,0.6046511627906976,0.1428571428571425,0.4583333333333333,0.5098039215686274,0.01604278074866308,0.4227970305731679
70,160,1.4,1.0,1.5,2.5,0.0619343929852955,6.1934392985295545,7.5,750.0,480.0,3.25,52.49999999999999,2.8375,0.425,53.0,0.1582109878835251,38.065607014704455,False,False,True,False,False,False,True,False,0.5065762653412793,0.06249999999999979,0.5348837209302326,0.07142857142856998,0.06250000000000006,0.058823529411764705,0.7294117647058824,0.2884202535543933
71,160,1.4,1.0,1.5,5.0,0.0728639917474065,7.2863991747406525,12.5,1250.0,288.0,2.45,52.49999999999999,2.8375,0.345,33.0,0.3670345172952899,27.136008252593474,False,False,True,False,False,False,True,False,0.6482507022532897,0.39583333333333315,0.5348837209302326,0.07142857142856998,0.3958333333333335,0.45098039215686275,0.2964705882352941,0.41976043140984687
72,160,1.4,1.0,1.5,10.0,0.0728639917474065,7.2863991747406525,22.5,2250.0,160.0,2.45,52.49999999999999,2.8375,0.345,33.0,0.3670345172952899,27.136008252593474,False,False,True,False,False,False,True,False,0.6482507022532897,0.39583333333333315,0.5348837209302326,0.07142857142856998,0.3958333333333335,0.45098039215686275,0.007843137254901962,0.39089768631180766
73,160,1.4,1.5,0.5,2.5,0.0385516408360199,3.855164083601992,7.0,700.0,514.2857142857143,3.3999999999999995,44.99999999999999,2.825,0.44,56.0,0.1209302325581395,61.44835916398008,False,False,True,False,False,False,True,False,0.20347838258223327,0.0,0.6046511627906976,0.0,0.0,0.0,0.8067226890756304,0.19200698083219114
74,160,1.4,1.5,0.5,5.0,0.0453548715717881,4.535487157178812,12.0,1200.0,300.0,2.6,44.99999999999999,2.825,0.36,36.0,0.3297537619699043,54.645128428211876,False,False,True,False,False,False,True,False,0.29166495783088253,0.33333333333333315,0.6046511627906976,0.0,0.3333333333333334,0.39215686274509803,0.32352941176470584,0.3049499831877708
75,160,1.4,1.5,0.5,10.0,0.0453548715717881,4.535487157178812,22.0,2200.0,163.63636363636363,2.6,44.99999999999999,2.825,0.36,36.0,0.3297537619699043,54.645128428211876,False,False,True,False,False,False,True,False,0.29166495783088253,0.33333333333333315,0.6046511627906976,0.0,0.3333333333333334,0.39215686274509803,0.01604278074866308,0.2742013200861665
76,160,1.4,1.5,1.0,2.5,0.0619343929852955,6.1934392985295545,7.5,750.0,480.0,3.25,52.49999999999999,2.8375,0.425,53.0,0.1582109878835251,38.065607014704455,False,False,True,False,False,False,True,False,0.5065762653412793,0.06249999999999979,0.5348837209302326,0.07142857142856998,0.06250000000000006,0.058823529411764705,0.7294117647058824,0.2884202535543933
77,160,1.4,1.5,1.0,5.0,0.0728639917474065,7.2863991747406525,12.5,1250.0,288.0,2.45,52.49999999999999,2.8375,0.345,33.0,0.3670345172952899,27.136008252593474,False,False,True,False,False,False,True,False,0.6482507022532897,0.39583333333333315,0.5348837209302326,0.07142857142856998,0.3958333333333335,0.45098039215686275,0.2964705882352941,0.41976043140984687
78,160,1.4,1.5,1.0,10.0,0.0728639917474065,7.2863991747406525,22.5,2250.0,160.0,2.45,52.49999999999999,2.8375,0.345,33.0,0.3670345172952899,27.136008252593474,False,False,True,False,False,False,True,False,0.6482507022532897,0.39583333333333315,0.5348837209302326,0.07142857142856998,0.3958333333333335,0.45098039215686275,0.007843137254901962,0.39089768631180766
79,160,1.4,1.5,1.5,2.5,0.0650311126345603,6.5031112634560335,8.0,800.0,450.0,3.3999999999999995,59.99999999999999,2.825,0.44,56.0,0.0930232558139535,34.96888736543966,False,False,True,False,False,False,True,False,0.5467173557996825,0.0,0.4651162790697675,0.0,0.0,0.0,0.6617647058823529,0.24936743744513268
80,160,1.4,1.5,1.5,5.0,0.0765071913347768,7.650719133477686,13.0,1300.0,276.9230769230769,2.6,59.99999999999999,2.825,0.36,36.0,0.3018467852257182,23.492808665223137,False,False,True,False,False,False,True,False,0.6954755145572935,0.33333333333333315,0.4651162790697675,0.0,0.3333333333333334,0.39215686274509803,0.2714932126696832,0.38674551408777824
81,160,1.4,1.5,1.5,10.0,0.0765071913347768,7.650719133477686,23.0,2300.0,156.52173913043478,2.6,59.99999999999999,2.825,0.36,36.0,0.3018467852257182,23.492808665223137,False,False,True,False,False,False,True,False,0.6954755145572935,0.33333333333333315,0.4651162790697675,0.0,0.3333333333333334,0.39215686274509803,0.0,0.3595961928208099
82,200,0.6,0.5,0.5,2.5,0.0285676530613369,2.856765306133696,6.0,600.0,600.0,2.6,15.0,2.9250000000000003,0.36,41.0,0.4851475473910496,71.43234693866304,False,False,True,True,False,False,True,False,0.07406138595669498,0.33333333333333315,0.8837209302325582,0.5714285714285725,0.3333333333333334,0.29411764705882354,1.0,0.4220134899325978
83,200,0.6,0.5,0.5,5.0,0.0336090036015728,3.3609003601572893,11.0,1100.0,327.27272727272725,1.8,15.0,2.9250000000000003,0.28,21.0,0.6939710768028143,66.3909963984271,False,True,True,True,True,False,True,False,0.13940966768319063,0.6666666666666665,0.8837209302325582,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.38502673796791437,0.5160689204355229
84,200,0.6,0.5,0.5,10.0,0.0336090036015728,3.3609003601572893,21.0,2100.0,171.42857142857142,1.8,15.0,2.9250000000000003,0.28,21.0,0.6939710768028143,66.3909963984271,False,True,True,True,True,False,True,False,0.13940966768319063,0.6666666666666665,0.8837209302325582,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.03361344537815123,0.4809275911765466
85,200,0.6,0.5,1.0,2.5,0.0458948105190713,4.58948105190713,6.5,650.0,553.8461538461538,2.45,22.5,2.9375,0.345,38.0,0.5224283027164354,54.10518948092869,False,False,True,True,False,False,True,False,0.29866389237442603,0.39583333333333315,0.813953488372093,0.6428571428571425,0.3958333333333335,0.35294117647058826,0.8959276018099547,0.4961267711874415
86,200,0.6,0.5,1.0,5.0,0.0539938947283191,5.399389472831918,11.5,1150.0,313.0434782608696,1.65,22.5,2.9375,0.265,18.0,0.7312518321282002,46.006105271680816,False,True,True,True,True,True,True,False,0.40364791052758,0.7291666666666666,0.813953488372093,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.3529411764705883,0.6072898194663031
87,200,0.6,0.5,1.0,10.0,0.0539938947283191,5.399389472831918,21.5,2150.0,167.4418604651163,1.65,22.5,2.9375,0.265,18.0,0.7312518321282002,46.006105271680816,False,True,True,True,True,True,True,False,0.40364791052758,0.7291666666666666,0.813953488372093,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.024623803009575954,0.5744580821202019
88,200,0.6,0.5,1.5,2.5,0.0481895510450248,4.818955104502487,7.0,700.0,514.2857142857143,2.6,30.0,2.9250000000000003,0.36,41.0,0.4572405706468636,51.81044895497513,False,False,True,True,False,False,True,False,0.3284093641844864,0.33333333333333315,0.7441860465116279,0.5714285714285725,0.3333333333333334,0.29411764705882354,0.8067226890756304,0.4523192650250156
89,200,0.6,0.5,1.5,5.0,0.0566935894647351,5.669358946473514,12.0,1200.0,300.0,1.8,30.0,2.9250000000000003,0.28,21.0,0.6660641000586283,43.30641053526486,False,True,True,True,True,False,True,False,0.43864258324529803,0.6666666666666665,0.7441860465116279,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.32352941176470584,0.5707739283336358
90,200,0.6,0.5,1.5,10.0,0.0566935894647351,5.669358946473514,22.0,2200.0,163.63636363636363,1.8,30.0,2.9250000000000003,0.28,21.0,0.6660641000586283,43.30641053526486,False,True,True,True,True,False,True,False,0.43864258324529803,0.6666666666666665,0.7441860465116279,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.01604278074866308,0.5400252652320315
91,200,0.6,1.0,0.5,2.5,0.0458948105190713,4.58948105190713,6.5,650.0,553.8461538461538,2.45,22.5,2.9375,0.345,38.0,0.5224283027164354,54.10518948092869,False,False,True,True,False,False,True,False,0.29866389237442603,0.39583333333333315,0.813953488372093,0.6428571428571425,0.3958333333333335,0.35294117647058826,0.8959276018099547,0.4961267711874415
92,200,0.6,1.0,0.5,5.0,0.0539938947283191,5.399389472831918,11.5,1150.0,313.0434782608696,1.65,22.5,2.9375,0.265,18.0,0.7312518321282002,46.006105271680816,False,True,True,True,True,True,True,False,0.40364791052758,0.7291666666666666,0.813953488372093,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.3529411764705883,0.6072898194663031
93,200,0.6,1.0,0.5,10.0,0.0539938947283191,5.399389472831918,21.5,2150.0,167.4418604651163,1.65,22.5,2.9375,0.265,18.0,0.7312518321282002,46.006105271680816,False,True,True,True,True,True,True,False,0.40364791052758,0.7291666666666666,0.813953488372093,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.024623803009575954,0.5744580821202019
94,200,0.6,1.0,1.0,2.5,0.0737314202205899,7.373142022058992,7.0,700.0,514.2857142857143,2.3,30.0,2.95,0.33,35.0,0.5597090580418215,26.268579779410082,False,False,True,True,False,False,True,False,0.6594947051828142,0.45833333333333326,0.7441860465116279,0.714285714285715,0.4583333333333333,0.4117647058823529,0.8067226890756304,0.6057838775855219
95,200,0.6,1.0,1.0,5.0,0.086742847318341,8.674284731834108,12.0,1200.0,300.0,1.5,30.0,2.95,0.25,15.0,0.7685325874535862,13.257152681658917,False,True,True,True,True,True,True,False,0.8281547491256838,0.7916666666666666,0.7441860465116279,0.714285714285715,0.7916666666666667,0.803921568627451,0.32352941176470584,0.7388452471146567
96,200,0.6,1.0,1.0,10.0,0.086742847318341,8.674284731834108,22.0,2200.0,163.63636363636363,1.5,30.0,2.95,0.25,15.0,0.7685325874535862,13.257152681658917,False,True,True,True,True,True,True,False,0.8281547491256838,0.7916666666666666,0.7441860465116279,0.714285714285715,0.7916666666666667,0.803921568627451,0.01604278074866308,0.7080965840130524
97,200,0.6,1.0,1.5,2.5,0.0774179912316194,7.741799123161942,7.5,750.0,480.0,2.45,37.5,2.9375,0.345,38.0,0.4945213259722493,22.582008768380575,False,False,True,True,False,False,True,False,0.707281717633294,0.39583333333333315,0.6744186046511628,0.6428571428571425,0.3958333333333335,0.35294117647058826,0.7294117647058824,0.5676761554196582
98,200,0.6,1.0,1.5,5.0,0.0910799896842581,9.107998968425814,12.5,1250.0,288.0,1.65,37.5,2.9375,0.265,18.0,0.7033448553840141,8.920010315741855,False,True,True,True,True,True,True,False,0.8843747637733071,0.7291666666666666,0.6744186046511628,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.2964705882352941,0.7078709855821124
99,200,0.6,1.0,1.5,10.0,0.0910799896842581,9.107998968425814,22.5,2250.0,160.0,1.65,37.5,2.9375,0.265,18.0,0.7033448553840141,8.920010315741855,False,True,True,True,True,True,True,False,0.8843747637733071,0.7291666666666666,0.6744186046511628,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.007843137254901962,0.6790082404840732
100,200,0.6,1.5,0.5,2.5,0.0481895510450248,4.818955104502487,7.0,700.0,514.2857142857143,2.6,30.0,2.9250000000000003,0.36,41.0,0.4572405706468636,51.81044895497513,False,False,True,True,False,False,True,False,0.3284093641844864,0.33333333333333315,0.7441860465116279,0.5714285714285725,0.3333333333333334,0.29411764705882354,0.8067226890756304,0.4523192650250156
101,200,0.6,1.5,0.5,5.0,0.0566935894647351,5.669358946473515,12.0,1200.0,300.0,1.8,30.0,2.9250000000000003,0.28,21.0,0.6660641000586283,43.30641053526485,False,True,True,True,True,False,True,False,0.43864258324529815,0.6666666666666665,0.7441860465116279,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.32352941176470584,0.5707739283336358
102,200,0.6,1.5,0.5,10.0,0.0566935894647351,5.669358946473515,22.0,2200.0,163.63636363636363,1.8,30.0,2.9250000000000003,0.28,21.0,0.6660641000586283,43.30641053526485,False,True,True,True,True,False,True,False,0.43864258324529815,0.6666666666666665,0.7441860465116279,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.01604278074866308,0.5400252652320315
103,200,0.6,1.5,1.0,2.5,0.0774179912316194,7.741799123161942,7.5,750.0,480.0,2.45,37.5,2.9375,0.345,38.0,0.4945213259722493,22.582008768380575,False,False,True,True,False,False,True,False,0.707281717633294,0.39583333333333315,0.6744186046511628,0.6428571428571425,0.3958333333333335,0.35294117647058826,0.7294117647058824,0.5676761554196582
104,200,0.6,1.5,1.0,5.0,0.0910799896842581,9.107998968425814,12.5,1250.0,288.0,1.65,37.5,2.9375,0.265,18.0,0.7033448553840141,8.920010315741855,False,True,True,True,True,True,True,False,0.8843747637733071,0.7291666666666666,0.6744186046511628,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.2964705882352941,0.7078709855821124
105,200,0.6,1.5,1.0,10.0,0.0910799896842581,9.107998968425814,22.5,2250.0,160.0,1.65,37.5,2.9375,0.265,18.0,0.7033448553840141,8.920010315741855,False,True,True,True,True,True,True,False,0.8843747637733071,0.7291666666666666,0.6744186046511628,0.6428571428571425,0.7291666666666666,0.7450980392156863,0.007843137254901962,0.6790082404840732
106,200,0.6,1.5,1.5,2.5,0.0812888907932004,8.12888907932004,8.0,800.0,450.0,2.6,45.0,2.9250000000000003,0.36,41.0,0.4293335939026775,18.711109206799605,False,False,True,True,False,False,True,False,0.7574580807062977,0.33333333333333315,0.6046511627906976,0.5714285714285725,0.3333333333333334,0.29411764705882354,0.6617647058823529,0.5311321574640476
107,200,0.6,1.5,1.5,5.0,0.095633989168471,9.563398916847106,13.0,1300.0,276.9230769230769,1.8,45.0,2.9250000000000003,0.28,21.0,0.6381571233144422,4.366010831528939,True,True,True,True,True,False,True,False,0.9434057791533116,0.6666666666666665,0.6046511627906976,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.2714932126696832,0.677807619029044
108,200,0.6,1.5,1.5,10.0,0.095633989168471,9.563398916847106,23.0,2300.0,156.52173913043478,1.8,45.0,2.9250000000000003,0.28,21.0,0.6381571233144422,4.366010831528939,True,True,True,True,True,False,True,False,0.9434057791533116,0.6666666666666665,0.6046511627906976,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.0,0.6506582977620756
109,200,1.0,0.5,0.5,2.5,0.0329337276150221,3.2933727615022104,6.0,600.0,600.0,2.1,35.0,2.975,0.31,31.0,0.6282428669142076,67.06627238497789,False,False,True,True,False,False,True,False,0.13065643279899364,0.5416666666666665,0.6976744186046512,0.8571428571428575,0.5416666666666667,0.49019607843137253,1.0,0.5425225864747794
110,200,1.0,0.5,0.5,5.0,0.038745561900026,3.874556190002601,11.0,1100.0,327.27272727272725,1.3,35.0,2.975,0.23,11.0,0.8370663963259724,61.254438099973996,False,True,True,True,True,True,True,False,0.20599207573295375,0.875,0.6976744186046512,0.8571428571428575,0.875,0.8823529411764706,0.38502673796791437,0.6390748572795707
111,200,1.0,0.5,0.5,10.0,0.038745561900026,3.874556190002601,21.0,2100.0,171.42857142857142,1.3,35.0,2.975,0.23,11.0,0.8370663963259724,61.254438099973996,False,True,True,True,True,True,True,False,0.20599207573295375,0.875,0.6976744186046512,0.8571428571428575,0.875,0.8823529411764706,0.03361344537815123,0.6039335280205944
112,200,1.0,0.5,1.0,2.5,0.0529090431521576,5.290904315215764,6.5,650.0,553.8461538461538,1.95,42.5,2.9875,0.295,28.0,0.6655236222395934,47.09095684784236,False,True,True,True,True,False,True,False,0.3895855703144515,0.6041666666666666,0.627906976744186,0.9285714285714275,0.6041666666666667,0.5490196078431373,0.8959276018099547,0.6252175255040548
113,200,1.0,0.5,1.0,5.0,0.0622459331201854,6.224593312018547,11.5,1150.0,313.0434782608696,1.15,42.5,2.9875,0.215,8.0,0.8743471516513579,37.75406687981454,False,True,True,True,True,True,True,False,0.5106145904570218,0.9375,0.627906976744186,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.3529411764705883,0.7403918242802705
114,200,1.0,0.5,1.0,10.0,0.0622459331201854,6.224593312018547,21.5,2150.0,167.4418604651163,1.15,42.5,2.9875,0.215,8.0,0.8743471516513579,37.75406687981454,False,True,True,True,True,True,True,False,0.5106145904570218,0.9375,0.627906976744186,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.024623803009575954,0.7075600869341693
115,200,1.0,0.5,1.5,2.5,0.0555544953097655,5.555449530976553,7.0,700.0,514.2857142857143,2.1,50.0,2.975,0.31,31.0,0.6003358901700215,44.44550469023447,False,False,True,True,False,False,True,False,0.4238771260215132,0.5416666666666665,0.5581395348837209,0.8571428571428575,0.5416666666666667,0.49019607843137253,0.8067226890756304,0.5825465403158793
116,200,1.0,0.5,1.5,5.0,0.0653582297761947,6.535822977619474,12.0,1200.0,300.0,1.3,50.0,2.975,0.23,11.0,0.8091594195817863,34.64177022380526,False,True,True,True,True,True,True,False,0.550957597171212,0.875,0.5581395348837209,0.8571428571428575,0.875,0.8823529411764706,0.32352941176470584,0.7052130166467213
117,200,1.0,0.5,1.5,10.0,0.0653582297761947,6.535822977619474,22.0,2200.0,163.63636363636363,1.3,50.0,2.975,0.23,11.0,0.8091594195817863,34.64177022380526,False,True,True,True,True,True,True,False,0.550957597171212,0.875,0.5581395348837209,0.8571428571428575,0.875,0.8823529411764706,0.01604278074866308,0.674464353545117
118,200,1.0,1.0,0.5,2.5,0.0529090431521576,5.290904315215764,6.5,650.0,553.8461538461538,1.95,42.5,2.9875,0.295,28.0,0.6655236222395934,47.09095684784236,False,True,True,True,True,False,True,False,0.3895855703144515,0.6041666666666666,0.627906976744186,0.9285714285714275,0.6041666666666667,0.5490196078431373,0.8959276018099547,0.6252175255040548
119,200,1.0,1.0,0.5,5.0,0.0622459331201854,6.224593312018547,11.5,1150.0,313.0434782608696,1.15,42.5,2.9875,0.215,8.0,0.8743471516513579,37.75406687981454,False,True,True,True,True,True,True,False,0.5106145904570218,0.9375,0.627906976744186,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.3529411764705883,0.7403918242802705
120,200,1.0,1.0,0.5,10.0,0.0622459331201854,6.224593312018547,21.5,2150.0,167.4418604651163,1.15,42.5,2.9875,0.215,8.0,0.8743471516513579,37.75406687981454,False,True,True,True,True,True,True,False,0.5106145904570218,0.9375,0.627906976744186,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.024623803009575954,0.7075600869341693
121,200,1.0,1.0,1.0,2.5,0.085,8.5,7.0,700.0,514.2857142857143,1.8,50.0,3.0,0.28,25.0,0.7028043775649795,15.0,False,True,True,True,True,False,True,False,0.805563168425983,0.6666666666666665,0.5581395348837209,1.0,0.6666666666666666,0.6078431372549019,0.8067226890756304,0.7486613282279211
122,200,1.0,1.0,1.0,5.0,0.1,10.0,12.0,1200.0,300.0,1.0,50.0,3.0,0.2,5.0,0.9116279069767442,0.0,True,True,True,True,True,True,True,True,1.0,1.0,0.5581395348837209,1.0,1.0,1.0,0.32352941176470584,0.8881668946648427
123,200,1.0,1.0,1.0,10.0,0.1,10.0,22.0,2200.0,163.63636363636363,1.0,50.0,3.0,0.2,5.0,0.9116279069767442,0.0,True,True,True,True,True,True,True,True,1.0,1.0,0.5581395348837209,1.0,1.0,1.0,0.01604278074866308,0.8574182315632384
124,200,1.0,1.0,1.5,2.5,0.08925,8.925,7.5,750.0,480.0,1.95,57.5,2.9875,0.295,28.0,0.6376166454954073,10.749999999999993,False,True,True,True,True,False,True,False,0.8606536040386212,0.6041666666666666,0.4883720930232558,0.9285714285714275,0.6041666666666667,0.5490196078431373,0.7294117647058824,0.7123794618525972
125,200,1.0,1.0,1.5,5.0,0.105,10.500000000000002,12.5,1250.0,288.0,1.15,57.5,2.9875,0.215,8.0,0.8464401749071719,5.000000000000018,False,True,True,True,True,True,True,False,0.9351877228086608,0.9375,0.4883720930232558,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.2964705882352941,0.8269345601725578
126,200,1.0,1.0,1.5,10.0,0.105,10.500000000000002,22.5,2250.0,160.0,1.15,57.5,2.9875,0.215,8.0,0.8464401749071719,5.000000000000018,False,True,True,True,True,True,True,False,0.9351877228086608,0.9375,0.4883720930232558,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.007843137254901962,0.7980718150745186
127,200,1.0,1.5,0.5,2.5,0.0555544953097655,5.555449530976553,7.0,700.0,514.2857142857143,2.1,50.0,2.975,0.31,31.0,0.6003358901700215,44.44550469023447,False,False,True,True,False,False,True,False,0.4238771260215132,0.5416666666666665,0.5581395348837209,0.8571428571428575,0.5416666666666667,0.49019607843137253,0.8067226890756304,0.5825465403158793
128,200,1.0,1.5,0.5,5.0,0.0653582297761947,6.535822977619474,12.0,1200.0,300.0,1.3,50.0,2.975,0.23,11.0,0.8091594195817863,34.64177022380526,False,True,True,True,True,True,True,False,0.550957597171212,0.875,0.5581395348837209,0.8571428571428575,0.875,0.8823529411764706,0.32352941176470584,0.7052130166467213
129,200,1.0,1.5,0.5,10.0,0.0653582297761947,6.535822977619474,22.0,2200.0,163.63636363636363,1.3,50.0,2.975,0.23,11.0,0.8091594195817863,34.64177022380526,False,True,True,True,True,True,True,False,0.550957597171212,0.875,0.5581395348837209,0.8571428571428575,0.875,0.8823529411764706,0.01604278074866308,0.674464353545117
130,200,1.0,1.5,1.0,2.5,0.08925,8.925,7.5,750.0,480.0,1.95,57.5,2.9875,0.295,28.0,0.6376166454954073,10.749999999999993,False,True,True,True,True,False,True,False,0.8606536040386212,0.6041666666666666,0.4883720930232558,0.9285714285714275,0.6041666666666667,0.5490196078431373,0.7294117647058824,0.7123794618525972
131,200,1.0,1.5,1.0,5.0,0.105,10.500000000000002,12.5,1250.0,288.0,1.15,57.5,2.9875,0.215,8.0,0.8464401749071719,5.000000000000018,False,True,True,True,True,True,True,False,0.9351877228086608,0.9375,0.4883720930232558,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.2964705882352941,0.8269345601725578
132,200,1.0,1.5,1.0,10.0,0.105,10.500000000000002,22.5,2250.0,160.0,1.15,57.5,2.9875,0.215,8.0,0.8464401749071719,5.000000000000018,False,True,True,True,True,True,True,False,0.9351877228086608,0.9375,0.4883720930232558,0.9285714285714275,0.9375000000000001,0.9411764705882353,0.007843137254901962,0.7980718150745186
133,200,1.0,1.5,1.5,2.5,0.0937125,9.37125,8.0,800.0,450.0,2.1,65.0,2.975,0.31,31.0,0.5724289134258356,6.287500000000001,False,False,True,True,False,False,True,False,0.9184985614318912,0.5416666666666665,0.4186046511627907,0.8571428571428575,0.5416666666666667,0.49019607843137253,0.6617647058823529,0.6777526124770531
134,200,1.0,1.5,1.5,5.0,0.11025,11.025000000000002,13.0,1300.0,276.9230769230769,1.3,65.0,2.975,0.23,11.0,0.7812524428376003,10.250000000000021,False,True,True,True,True,True,True,False,0.8671348317577547,0.875,0.4186046511627907,0.8571428571428575,0.875,0.8823529411764706,0.2714932126696832,0.7651002170117617
135,200,1.0,1.5,1.5,10.0,0.11025,11.025000000000002,23.0,2300.0,156.52173913043478,1.3,65.0,2.975,0.23,11.0,0.7812524428376003,10.250000000000021,False,True,True,True,True,True,True,False,0.8671348317577547,0.875,0.4186046511627907,0.8571428571428575,0.875,0.8823529411764706,0.0,0.7379508957447933
136,200,1.4,0.5,0.5,2.5,0.0285676530613369,2.856765306133696,6.0,600.0,600.0,2.6,55.0,2.9250000000000003,0.36,41.0,0.4107289427398868,71.43234693866304,False,False,True,True,False,False,True,False,0.07406138595669498,0.33333333333333315,0.5116279069767442,0.5714285714285725,0.3333333333333334,0.29411764705882354,1.0,0.3848041876070164
137,200,1.4,0.5,0.5,5.0,0.0336090036015728,3.3609003601572893,11.0,1100.0,327.27272727272725,1.8,55.0,2.9250000000000003,0.28,21.0,0.6195524721516515,66.3909963984271,False,True,True,True,True,False,True,False,0.13940966768319063,0.6666666666666665,0.5116279069767442,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.38502673796791437,0.47885961810994154
138,200,1.4,0.5,0.5,10.0,0.0336090036015728,3.3609003601572893,21.0,2100.0,171.42857142857142,1.8,55.0,2.9250000000000003,0.28,21.0,0.6195524721516515,66.3909963984271,False,True,True,True,True,False,True,False,0.13940966768319063,0.6666666666666665,0.5116279069767442,0.5714285714285725,0.6666666666666666,0.6862745098039216,0.03361344537815123,0.4437182888509652
