Experiment,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Cycle_Time_s,Total_Process_Time_s,Relative_Throughput_cycles_per_hour,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Film_Quality_Score,Thickness_Error_%,Thickness_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Throughput_OK,Process_Qualified,Score_Thickness,Score_Uniformity,Score_Stress,Score_Density,Score_Roughness,Score_Defectivity,Score_Throughput,Optimization_Score
36,160,1.0,0.5,1.5,10.0,0.0522865838209557,5.2286583820955785,22.0,2200.0,163.63636363636363,2.1,25.0,2.875,0.31,26.0,0.5472676861442249,47.713416179044216,False,False,True,False,False,False,True,False,0.38151696897161347,0.5416666666666665,0.7906976744186046,0.285714285714285,0.5416666666666667,0.5882352941176471,0.01604278074866308,0.44023396002853754
37,160,1.0,1.0,0.5,2.5,0.0423272345217261,4.232723452172611,6.5,650.0,553.8461538461538,2.75,17.5,2.8875,0.375,43.0,0.4036318888020319,57.67276547827389,False,False,True,False,False,False,True,False,0.2524193474862052,0.27083333333333315,0.8604651162790697,0.3571428571428575,0.27083333333333337,0.2549019607843137,0.8959276018099547,0.39905573333031374
38,160,1.0,1.0,0.5,5.0,0.0497967464961483,4.979674649614837,11.5,1150.0,313.0434782608696,1.95,17.5,2.8875,0.295,23.0,0.6124554182137967,50.20325350385163,False,True,True,False,True,False,True,False,0.3492425636002614,0.6041666666666666,0.8604651162790697,0.3571428571428575,0.6041666666666667,0.6470588235294118,0.3529411764705883,0.508178581099401
39,160,1.0,1.0,0.5,10.0,0.0497967464961483,4.979674649614837,21.5,2150.0,167.4418604651163,1.95,17.5,2.8875,0.295,23.0,0.6124554182137967,50.20325350385163,False,True,True,False,True,False,True,False,0.3492425636002614,0.6041666666666666,0.8604651162790697,0.3571428571428575,0.6041666666666667,0.6470588235294118,0.024623803009575954,0.4753468437532997
40,160,1.0,1.0,1.0,2.5,0.068,6.800000000000001,7.0,700.0,514.2857142857143,2.6,25.0,2.9,0.36,40.0,0.4409126441274181,31.999999999999996,False,False,True,True,False,False,True,False,0.5852014259754305,0.33333333333333315,0.7906976744186046,0.4285714285714275,0.3333333333333334,0.3137254901960784,0.8067226890756304,0.501700656148603
41,160,1.0,1.0,1.0,5.0,0.08,8.0,12.0,1200.0,300.0,1.8,25.0,2.9,0.28,20.0,0.6497361735391828,20.0,False,True,True,True,True,True,True,False,0.740750891234644,0.6666666666666665,0.7906976744186046,0.4285714285714275,0.6666666666666666,0.7058823529411765,0.32352941176470584,0.6314843810068238
42,160,1.0,1.0,1.0,10.0,0.08,8.0,22.0,2200.0,163.63636363636363,1.8,25.0,2.9,0.28,20.0,0.6497361735391828,20.0,False,True,True,True,True,True,True,False,0.740750891234644,0.6666666666666665,0.7906976744186046,0.4285714285714275,0.6666666666666666,0.7058823529411765,0.01604278074866308,0.6007357179052195
43,160,1.0,1.0,1.5,2.5,0.0714,7.140000000000001,7.5,750.0,480.0,2.75,32.5,2.8875,0.375,43.0,0.3757249120578458,28.59999999999999,False,False,True,False,False,False,True,False,0.629273774465541,0.27083333333333315,0.7209302325581395,0.3571428571428575,0.27083333333333337,0.2549019607843137,0.7294117647058824,0.4626642679926474
44,160,1.0,1.0,1.5,5.0,0.084,8.4,12.5,1250.0,288.0,1.95,32.5,2.8875,0.295,23.0,0.5845484414696106,15.999999999999998,False,True,True,False,True,False,True,False,0.7926007129877153,0.6041666666666666,0.7209302325581395,0.3571428571428575,0.6041666666666667,0.6470588235294118,0.2964705882352941,0.599417571250642
45,160,1.0,1.0,1.5,10.0,0.084,8.4,22.5,2250.0,160.0,1.95,32.5,2.8875,0.295,23.0,0.5845484414696106,15.999999999999998,False,True,True,False,True,False,True,False,0.7926007129877153,0.6041666666666666,0.7209302325581395,0.3571428571428575,0.6041666666666667,0.6470588235294118,0.007843137254901962,0.5705548261526028
